,0,30,60,90,120,150
0,0.1402682381229244,0.1133458813327158,0.11794790937847985,0.15809493776914965,0.23448663243887777,0.2358564009578525
1,0.11132494323601157,0.153891603994159,0.1839153224785394,0.22986672068741398,0.17694326977454775,0.1440581398293282
2,0.17861832671728073,0.13902766667169786,0.13412222842739197,0.15872488792960318,0.1978325509788236,0.19167433927520264
3,0.11403882777635657,0.13000388467259794,0.16103389139971389,0.20939332783794287,0.20305467913551825,0.18247538917787065
4,0.0995707176233712,0.1698134711089162,0.22201116893971054,0.23371196292215937,0.13463510997986552,0.1402575694259773
5,0.2569201869187897,0.16503656094266686,0.13448372222998464,0.11208917454551102,0.14521913278375484,0.18625122257929302
6,0.1670045318989828,0.15798578263102414,0.1590128929372652,0.16703156111756806,0.1720409762953753,0.1769242551197845
7,0.23373349852608194,0.15839278848207802,0.14200880078608966,0.12164096210535309,0.15739949587730168,0.18682445422309565
8,0.23883865895434378,0.16929297467288146,0.13313865333857472,0.10844050092660189,0.15687089346886054,0.19341831863873757
9,0.20462612559723264,0.16787543240094294,0.1574345866563101,0.15665784553689974,0.1491071993063521,0.16429881050226247
10,0.23790449201547123,0.16294948876038753,0.13213342013556467,0.09623176195764561,0.16352774480143992,0.20725309232949107
11,0.15227001508589957,0.18747795282091312,0.18611947131802728,0.16111890841132717,0.15959530760974805,0.15341834475408483
12,0.22995078342328631,0.21937040823604936,0.17439786965928814,0.13073301790342137,0.11324567868946005,0.13230224208849473
13,0.15079466349084825,0.13775821246792283,0.14235180695560942,0.18186522620617301,0.20286957877872772,0.18436051210071883
14,0.1820203095952094,0.1714638042655755,0.16727857029418083,0.1561802266378932,0.16172939846603704,0.16132769074110404
15,0.1199514636735932,0.15455179736083727,0.1772607310784165,0.1906870923706962,0.1897770362505688,0.16777187926588807
16,0.15039606147631523,0.1485972165241266,0.1577429229652539,0.17581342506390635,0.19060813582857325,0.17684223814182473
17,0.13088980615497153,0.15459010397617431,0.1620669836459585,0.16309107058884997,0.19854746851977637,0.19081456711426928
18,0.15087965750217405,0.1425513412268379,0.13786875376279348,0.25683992240283626,0.17563047695498024,0.13622984815037795
19,0.08604818175883006,0.21727492328785009,0.17758046614872364,0.18130182150551677,0.18645948945615984,0.15133511784291961
20,0.11598659304813634,0.15358142179527465,0.17069922640690696,0.24214810492136882,0.17227035357842918,0.14531430024988404
21,0.12593315442790926,0.239717004147353,0.2210295193949744,0.15293974140034156,0.1375457428641132,0.12283483776530862
22,0.1540131845050134,0.15532595814735706,0.15287071663248725,0.15329648105703114,0.1943117872880935,0.19018187237001768
23,0.2644880858863577,0.13294579732914374,0.12450379680544645,0.1938308457711443,0.13823514008902854,0.1459963341188793
24,0.11907386152010155,0.15768830240884177,0.18306893589850787,0.18928677303374203,0.18782732959857704,0.1630547975402297
