cell_specimen_id,ori_peak_sig,freq_peak_sig
662202175,1.6334676460790147,1.538441732144802
662199907,1.531773162713711,1.1478913510466155
662201359,1.5094097807275844,1.4589103506266146
662202199,1.4172167824882314,1.186784326421881
662202918,1.3935151829945824,1.3296173187550053
662200392,1.3862531186995084,2.0240628718188796
662200759,1.316661088162474,1.0740292779364793
662202747,1.3073723537511523,1.1871094229092838
662201975,1.2977453050657275,1.3509849152601323
662201594,1.28876166131143,1.17452244234844
662201262,1.2351945611723743,1.1435317443675965
662202627,1.2253153977272258,1.072791115301029
662200494,1.2199747310417972,1.1183162063141985
662200128,1.217535488261931,1.1342785380339118
662202641,1.2168511128709125,1.1366437427553318
